
Movie,Question,Answer
Gabbar Singh,Who is the female lead of the movie which has the dialogue 'Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth'?,SHRUTIHAASAN
Gabbar Singh,Who is the Music Director of the movie which has the dialogue 'Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth'?,DEVISRIPRASAD
Gabbar Singh,Which movie is this dialogue from: 'perlu gothralu cheppadaaniki nenu emaina gudikochana entra?'?,GABBARSINGH
Gabbar Singh,Who says this dialogue; 'perlu gothralu cheppadaaniki nenu emaina gudikochana entra?'?,AKASHPURI
Gabbar Singh,Who is the director of the movie from where this dialogue is from? perlu gothralu cheppadaaniki nenu emaina gudikochana entra?,HARISHSHANKAR
Gabbar Singh,Who wrote the dialogue 'perlu gothralu cheppadaaniki nenu emaina gudikochana entra?'?,HARISHSHANKAR
Gabbar Singh,Who is the male lead of the movie which has the dialogue 'perlu gothralu cheppadaaniki nenu emaina gudikochana entra?'?,PAWANKALYAN
Gabbar Singh,Who is the female lead of the movie which has the dialogue 'perlu gothralu cheppadaaniki nenu emaina gudikochana entra?'?,SHRUTIHAASAN
Gabbar Singh,Who is the Music Director of the movie which has the dialogue 'perlu gothralu cheppadaaniki nenu emaina gudikochana entra?'?,DEVISRIPRASAD
Gabbar Singh,"Which movie is this dialogue from: 'tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni'?",GABBARSINGH
Gabbar Singh,"Who says this dialogue; 'tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni'?",PAWANKALYAN
Gabbar Singh,"Who is the director of the movie from where this dialogue is from? tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni",HARISHSHANKAR
Gabbar Singh,"Who wrote the dialogue 'tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni'?",HARISHSHANKAR
Gabbar Singh,"Who is the male lead of the movie which has the dialogue 'tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni'?",PAWANKALYAN
Gabbar Singh,"Who is the female lead of the movie which has the dialogue 'tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni'?",SHRUTIHAASAN
Gabbar Singh,"Who is the Music Director of the movie which has the dialogue 'tappu chesey prathi pakodi gaadu hero la feel avthunapudu;
valla tuppu reggotte nenu villian lage feel avthaa;
anduke nenu villian ni'?",DEVISRIPRASAD
Gabbar Singh,Which movie is this dialogue from: 'Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..'?,GABBARSINGH
Gabbar Singh,Who says this dialogue; 'Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..'?,PAWANKALYAN
Gabbar Singh,Who is the director of the movie from where this dialogue is from? Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..,HARISHSHANKAR
Gabbar Singh,Who wrote the dialogue 'Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..'?,HARISHSHANKAR
Gabbar Singh,Who is the male lead of the movie which has the dialogue 'Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..'?,PAWANKALYAN
Gabbar Singh,Who is the female lead of the movie which has the dialogue 'Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..'?,SHRUTIHAASAN
Gabbar Singh,Who is the Music Director of the movie which has the dialogue 'Eega Valithe meru chuskondi inkemina Valithe Nenu Chusukunta..'?,DEVISRIPRASAD
Julayi,Which movie is this dialogue from: 'Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu'?,JULAYI
Julayi,Who says this dialogue; 'Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu'?,ALLUARJUN
Julayi,Who is the director of the movie from where this dialogue is from? Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu,TRIVIKRAMSRINIVAS
Julayi,Who wrote the dialogue 'Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu'?,TRIVIKRAMSRINIVAS
Julayi,Who is the male lead of the movie which has the dialogue 'Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu'?,ALLUARJUN
Julayi,Who is the female lead of the movie which has the dialogue 'Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu'?,ILEANADCRUZ
Julayi,Who is the Music Director of the movie which has the dialogue 'Ishtam ga korukunedi adrushtam; balam ga korukunede bhavishyattu'?,DEVISRIPRASAD
Magadheera,Which movie is this dialogue from: 'Lekka yekkuvaina paruvale; takku kakunda chusko'?,MAGADHEERA
Magadheera,Who says this dialogue; 'Lekka yekkuvaina paruvale; takku kakunda chusko'?,RAMCHARAN
Magadheera,Who is the director of the movie from where this dialogue is from? Lekka yekkuvaina paruvale; takku kakunda chusko,SSRAJAMOULI
Magadheera,Who wrote the dialogue 'Lekka yekkuvaina paruvale; takku kakunda chusko'?,SSRAJAMOULI
Magadheera,Who is the male lead of the movie which has the dialogue 'Lekka yekkuvaina paruvale; takku kakunda chusko'?,RAMCHARAN
Magadheera,Who is the female lead of the movie which has the dialogue 'Lekka yekkuvaina paruvale; takku kakunda chusko'?,KAJALAGGARWAL
Magadheera,Who is the Music Director of the movie which has the dialogue 'Lekka yekkuvaina paruvale; takku kakunda chusko'?,MMKEERAVANI
Julayi,Which movie is this dialogue from: 'Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi'?,JULAYI
Julayi,Who says this dialogue; 'Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi'?,ALLUARJUN
Julayi,Who is the director of the movie from where this dialogue is from? Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi,TRIVIKRAMSRINIVAS
Julayi,Who wrote the dialogue 'Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi'?,TRIVIKRAMSRINIVAS
Julayi,Who is the male lead of the movie which has the dialogue 'Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi'?,ALLUARJUN
Julayi,Who is the female lead of the movie which has the dialogue 'Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi'?,ILEANADCRUZ
Julayi,Who is the Music Director of the movie which has the dialogue 'Prathi odu tiney nookalu meedha vaadi peru raasuntadi; kaani nuvvu chacche bullet meedha naa peru raasuntadi'?,DEVISRIPRASAD
Mr. Perfect,Which movie is this dialogue from: 'Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki'?,MRPERFECT
Mr. Perfect,Who says this dialogue; 'Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki'?,PRABHAS
Mr. Perfect,Who is the director of the movie from where this dialogue is from? Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki,DASARADH
Mr. Perfect,Who wrote the dialogue 'Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki'?,DASARADH
Mr. Perfect,Who is the male lead of the movie which has the dialogue 'Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki'?,PRABHAS
Mr. Perfect,Who is the female lead of the movie which has the dialogue 'Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki'?,KAJALAGGARWAL
Mr. Perfect,Who is the Music Director of the movie which has the dialogue 'Devudu manalaga sadist kaadamma; gudiki raanu antey tyre-lu puncture cheyyadaaniki'?,DEVISRIPRASAD
Rakhi,Which movie is this dialogue from: 'Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?'?,RAKHI
Rakhi,Who says this dialogue; 'Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?'?,NTR
Rakhi,Who is the director of the movie from where this dialogue is from? Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?,KRISHNAVAMSI
Rakhi,Who wrote the dialogue 'Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?'?,KRISHNAVAMSI
Rakhi,Who is the male lead of the movie which has the dialogue 'Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?'?,NTR
Rakhi,Who is the female lead of the movie which has the dialogue 'Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?'?,ILEANADCRUZ
Rakhi,Who is the Music Director of the movie which has the dialogue 'Sir oka 50 mandhi nee champay gani Media; prabhutvam; prajalu ade edo pedda anu bomb padattu allakalolam ipoyara?'?,DEVISRIPRASAD
Saaho,Which movie is this dialogue from: 'Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi'?,SAAHO
Saaho,Who says this dialogue; 'Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi'?,PRABHAS
Saaho,Who is the director of the movie from where this dialogue is from? Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi,SUJEETH
Saaho,Who wrote the dialogue 'Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi'?,SUJEETH
Saaho,Who is the male lead of the movie which has the dialogue 'Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi'?,PRABHAS
Saaho,Who is the female lead of the movie which has the dialogue 'Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi'?,SHRADDHAKAPOOR
Saaho,Who is the Music Director of the movie which has the dialogue 'Galli lo Six evadaina kodtaadu; kaani stadium lo kotte vaadike; oka range untadi'?,GHIBRAN
Gabbar Singh,Which movie is this dialogue from: 'Nenu trend follow avvanu; trend set chesta'?,GABBARSINGH
Gabbar Singh,Who says this dialogue; 'Nenu trend follow avvanu; trend set chesta'?,PAWANKALYAN
Gabbar Singh,Who is the director of the movie from where this dialogue is from? Nenu trend follow avvanu; trend set chesta,HARISHSHANKAR
Gabbar Singh,Who wrote the dialogue 'Nenu trend follow avvanu; trend set chesta'?,HARISHSHANKAR
Gabbar Singh,Who is the male lead of the movie which has the dialogue 'Nenu trend follow avvanu; trend set chesta'?,PAWANKALYAN
Gabbar Singh,Who is the female lead of the movie which has the dialogue 'Nenu trend follow avvanu; trend set chesta'?,SHRUTIHAASAN
Gabbar Singh,Who is the Music Director of the movie which has the dialogue 'Nenu trend follow avvanu; trend set chesta'?,DEVISRIPRASAD
Julayi,Which movie is this dialogue from: 'Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi'?,JULAYI
Julayi,Who says this dialogue; 'Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi'?,TANIKELLABHARANI
Julayi,Who is the director of the movie from where this dialogue is from? Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi,TRIVIKRAMSRINIVAS
Julayi,Who wrote the dialogue 'Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi'?,TRIVIKRAMSRINIVAS
Julayi,Who is the male lead of the movie which has the dialogue 'Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi'?,ALLUARJUN
Julayi,Who is the female lead of the movie which has the dialogue 'Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi'?,ILEANADCRUZ
Julayi,Who is the Music Director of the movie which has the dialogue 'Okkasari Dharmaraju Judham aadithe; Kurukshetram jarigindi'?,DEVISRIPRASAD
Baahubali 2: The Conclusion,Which movie revolves around a son discovering his heritage and uncovering past events of a kingdom?,BAAHUBALI2THECONCLUSION
1 - Nenokkadine,Which movie revolves around a rock star who must overcome his psychological inhibitions to seek revenge for his parents' death?,1NENOKKADINE
Dhoom:3,Which movie revolves around a circus entertainer who becomes a thief to take down a corrupt bank and is pursued by officers?,DHOOM3
Ra.One,Which movie revolves around a game's antagonist coming to life and the protagonist saving the creator's family?,RAONE
Dhoom:2,Which movie revolves around a thief who steals valuable artifacts and teams up with an untrustworthy partner while being chased by police officers?,DHOOM2
Eega,Which movie revolves around a man who is reincarnated as a housefly to avenge his murder?,EEGA
Krrish 3,Which movie revolves around a hero and his scientist father saving the world and their family from an evil man and his gang of mutants?,KRRISH3
Arjun Reddy,Which movie revolves around a short-tempered house surgeon who turns to drugs and drinks when his girlfriend is forced to marry another person?,ARJUNREDDY
Rangasthalam,Which movie revolves around a hearing-impaired man who,RANGASTHALAM
War,Which movie revolves around an Indian soldier chasing his rogue mentor after an unexpected kill?,WAR
Bharat Ane Nenu,Which movie revolves around a young graduate who becomes Chief Minister after his father's death and works to reform society without prior political experience?,BHARATANENENU
Saaho,Which movie revolves around an undercover cop battling criminals for a black box that leads to a treasure?,SAAHO
Theri,Which movie revolves around a father who must protect his daughter from a local gang while dealing with his resurfacing dangerous past?,THERI
Dookudu,Which movie revolves around an undercover cop assigned to catch a dangerous mafia don with whom he has a personal score to settle?,DOOKUDU
Pokiri,Which movie revolves around a local goon whose killer instincts lead to his girlfriend's disapproval,POKIRI
Sarkar,Which movie revolves around an NRI businessman who discovers his vote was cast by someone else and confronts two corrupt politicians?,SARKAR
Athadu,Which movie revolves around a gunman who is framed for murder and assumes a dead man's identity to hide from the police?,ATHADU
The Ghazi Attack,Which movie revolves around a Pakistani submarine attempting to secretly attack an Indian port,THEGHAZIATTACK
MSG: The Messenger of God,Which movie revolves around a social reformer who helps people fight against social evils?,MSGTHEMESSENGEROFGOD
Nanban,Which movie revolves around two best friends and their enemy searching for their third friend while discovering some truths along the way?,NANBAN
Srimanthudu,Which movie revolves around a millionaire who adopts a village to bring change?,SRIMANTHUDU
Veer - Vivegam,Which movie revolves around an agent betrayed by his friends who work for a secret agency and seeks revenge?,VEERVIVEGAM
Billa 2,Which movie revolves around a small-time diamond smuggler who befriends a local gangster but becomes rivals when he connects with an international gangster?,BILLA2
7 Aum Arivu,Which movie revolves around a genetic engineering student who tries to bring back the skills of a past legend to save the country from a deadly virus attack by another country?,7AUMARIVU
Bigil,Which movie revolves around a former football player who trains a women's football team and seeks revenge for his father's death?,BIGIL
Business Man,Which movie revolves around a man who arrives in a city to revive the mafia and ends up making enemies who threaten his life?,BUSINESSMAN
Geetha Govindam,Which movie revolves around a young lecturer who is misunderstood as a pervert by the younger sister of his brother-in-law,GEETHAGOVINDAM
Spyder,Which movie revolves around an intelligence officer trying to stop a psychotic serial killer who kills people to hear their loved ones cry?,SPYDER
Nannaku Prematho,Which movie revolves around an intelligent son of a former entrepreneur taking revenge on a powerful and rich businessman who is as smart as he is?,NANNAKUPREMATHO
Dabangg 3,Which movie revolves around a fearless cop encountering an enemy from his past and his origin story?,DABANGG3
MSG 2 the Messenger,Which movie revolves around a religious leader dealing with true events from the early 2000s,MSG2THEMESSENGER
Manikarnika: The Queen of Jhansi,Which movie revolves around a leading figure of the Indian Rebellion of 1857 and her resistance to British Rule?,MANIKARNIKATHEQUEENOFJHANSI
Race Gurram,Which movie revolves around two brothers with different approaches to life,RACEGURRAM
Okkadu,Which movie revolves around a Kabbadi player rescuing a young woman from an unwanted marriage and hiding her in his home?,OKKADU
Bommarillu,Which movie revolves around a young man who stands up to his controlling father to find true happiness and love?,BOMMARILLU
Atharintiki Daaredi,Which movie revolves around a member of a powerful family who is tasked with retrieving an estranged family member?,ATHARINTIKIDAAREDI
Khaleja,Which movie revolves around a mysterious illness in a remote village and a reluctant taxi driver becoming the savior?,KHALEJA
Goodachari,Which movie revolves around a young agent framed for murder,GOODACHARI
Puli,Which movie revolves around a virtuous soldier trying to save people from an evil queen and a commander seeking the throne?,PULI
Pulimurugan,Which movie revolves around a village near a forest threatened by man-eating tigers and a drug mafia,PULIMURUGAN
Veeram,Which movie revolves around an honest man who uses violence to settle disputes,VEERAM
Vedam,Which movie revolves around a terrorist threat putting five people in jeopardy?,VEDAM
Yevadu,Which movie revolves around a young man who undergoes a face transplant after a brutal attack and seeks revenge for his girlfriend's murder?,YEVADU
Aravindha Sametha Veera Raghava,Which movie revolves around a young member of a powerful family with a violent history who seeks to end bloodshed and discovers himself?,ARAVINDHASAMETHAVEERARAGHAVA
Billa,Which movie revolves around a cop who uses a lookalike of a deceased international gangster to gather information,BILLA
